연도,월,일,순위,영화명,매출액,매출액_점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사,개봉일
2008,7,17,1,"좋은 놈, 나쁜 놈, 이상한 놈",43747552000,0.046,6684933,824,93477,한국,한국,CJ ENM,2008-07-17T00:00:00Z
2008,2,14,2,추격자,33986959000,0.035,5046096,433,106805,한국,한국,(주)쇼박스,2008-02-14T00:00:00Z
2008,6,5,3,쿵푸 팬더,29996476000,0.031,4653929,563,79850,미국,미국,CJ ENM,2008-06-05T00:00:00Z
2008,9,3,4,맘마미아!,29571255750,0.031,4552475,451,111024,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2008-09-03T00:00:00Z
2008,12,3,5,과속스캔들,28506879500,0.03,4361509,408,62296,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2008-12-03T00:00:00Z
2008,6,19,6,강철중: 공공의 적 1-1,28638460100,0.03,4313101,707,74157,한국,한국,"CJ ENM,(주)시네마서비스",2008-06-19T00:00:00Z
2008,4,30,7,아이언맨,27798047000,0.0289999999999999,4290816,592,77942,미국,미국,CJ ENM,2008-04-30T00:00:00Z
2008,5,22,8,인디아나 존스 4 : 크리스탈 해골의 왕국,26689440000,0.0279999999999999,4111753,771,75393,미국,미국,CJ ENM,2008-05-22T00:00:00Z
2008,7,30,9,미이라 3:황제의 무덤,26217311000,0.027,4090885,634,64779,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2008-07-30T00:00:00Z
2008,8,6,10,다크 나이트,26878184500,0.0279999999999999,4060490,462,63561,미국,미국,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2008-08-06T00:00:00Z
2008,1,10,11,우리 생애 최고의 순간,26113394000,0.027,4018059,418,70721,한국,한국,(주)싸이더스,2008-01-10T00:00:00Z
2008,9,4,12,신기전,24326353000,0.025,3728430,585,78462,한국,한국,CJ ENM,2008-09-04T00:00:00Z
2008,6,26,13,원티드,19249245000,0.02,2858720,512,55001,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2008-06-26T00:00:00Z
2008,7,2,14,핸콕,17844690500,0.019,2722574,602,60236,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-07-02T00:00:00Z
2008,4,9,15,테이큰,15971449000,0.017,2359061,256,60944,프랑스,프랑스,㈜스튜디오이쩜영,2008-04-09T00:00:00Z
2008,11,13,16,미인도,15652272500,0.016,2341521,450,69444,한국,한국,CJ ENM,2008-11-13T00:00:00Z
2008,10,9,17,이글 아이,14869812500,0.015,2292172,407,59132,미국,미국,CJ ENM,2008-10-09T00:00:00Z
